artistID,artistName,birthplace,period,artType
63885582,"Mason, John Russell",c. 1520-1522,1501 to 1550,
66045974,"Maurice, Marian B., Miss",c. 1510-1527,1501 to 1550,
88981499,"Mayor, Hyatt, Mrs.",c. 1508/1509,1501 to 1550,
50121230,"McBey, James, Mrs.",c. 1515,1501 to 1550,
45070740,"McCormick, Cyrus, Mrs.",,1401 to 1500,
97159282,"McCormick, Margaret, Miss",,1401 to 1500,
14302721,"Millard, Mark Jacob",,1401 to 1500,
93326531,"McKinney, Ethelyn, Miss",c. 1512/1513,1501 to 1550,
43385493,"McLanahan, Alexander H., Mrs.",1515-1520,1501 to 1550,
51625761,"Mellon, Paul",,1401 to 1500,
41877337,"Mellon Fund, Andrew W.",,1401 to 1500,
12056675,"Mellon Educational and Charitable Trust, The A.W.",,1401 to 1500,
81837127,"Mellon Foundation, W.L. and May T.",,1401 to 1500,
88413709,"Melzac, Vincent",,1401 to 1500,
79852687,"Metcalf, Houghton P., Mrs.",,1401 to 1500,
43065279,"Meyer, Agnes Ernst",,1401 to 1500,
73394388,"Meyer, Dieter Erich, Dr.",,1401 to 1500,
36247889,Mickelson Gallery,1506,1501 to 1550,
87574324,"Mellon, Constance Barber",,1401 to 1500,
85474372,"Miller Fund, Adolph Caspar",c. 1510-1515,1501 to 1550,
17643521,"Miller, Myron, Mr. and Mrs.",1507,1501 to 1550,
95840592,"Miller, N. Richard, Mr. and Mrs.",1507,1501 to 1550,
42367025,"Millet, Jr., Ralph T.",1510,1501 to 1550,
84721426,"Mills, Abbot L., Mr. and Mrs.",1505,1501 to 1550,
47454588,"Milmore Memorial Fund, Pepita",,1401 to 1500,
51158881,"Mitchell, Matthew J., Mr.",,1401 to 1500,
88273883,Modern Master Tapestries,1505,1501 to 1550,
21090552,"Monk, Beatrice, Miss",1508,1501 to 1550,
83190678,"Morris, Harold P., Dr. and Mrs.",1505,1501 to 1550,
30892566,"Mortimer, Stanley",1519,1501 to 1550,
14886869,"Mowinckel, John W., Mr.",1534,1501 to 1550,
69101469,"Mulder, Frederick, Mr.",1544,1501 to 1550,
72166486,"Murray, Henry Alexander, Dr. and Mrs.",in or after 1520,1501 to 1550,
72749517,"Nash, Graham, Mr.",in or after 1520,1501 to 1550,
99028751,"Neumann, Morton G., Mr.",c. 1513,1501 to 1550,
93643695,"Nichols, George, Mrs.",in or after 1520,1501 to 1550,
78028298,"Noyes, Robert B., Mrs.",c. 1519,1501 to 1550,
76555671,"O'Brien, John, Mr.",1513,1501 to 1550,
15512639,"O'Neal, William B., Professor",c. 1515/1517,1501 to 1550,
34581560,"Ober, Harold, Mrs.",1511,1501 to 1550,
53886076,"Obermer, Seymour, Mrs.",c. 1513,1501 to 1550,
36116064,"Oechsner, Frederick C.",c. 1513,1501 to 1550,
71227871,"Organ, Violet, Miss",c. 1513,1501 to 1550,
77608600,"Overbeck, John T., Mr.",c. 1513,1501 to 1550,
82151418,"Padro, Isabel, Ms.",c. 1513,1501 to 1550,
15863895,Bartolomeo Veneto,c. 1513,1501 to 1550,
24539515,"Palitz, Clarence Y., Mr.",c. 1513,1501 to 1550,
43504715,"Parkhurst, Charles, Mr.",c. 1513,1501 to 1550,
41285923,Patrons' Permanent Fund,c. 1513,1501 to 1550,
67227467,"Patterson, Ambrose, Mrs.",c. 1513,1501 to 1550,
53662646,"Pecci-Blunt, Cecil Charles, Count",c. 1513,1501 to 1550,
16626430,"Pell, Jr., The Honorable Herbert Claiborne",c. 1513,1501 to 1550,
80246862,"Phillips, Duncan",c. 1513,1501 to 1550,
66969105,The Phillips Collection,c. 1513,1501 to 1550,
76926656,"Phillips, Neill, Admiral",c. 1513,1501 to 1550,
95070611,"Pirie, Robert S., Mr.",c. 1513,1501 to 1550,
12155999,"Pleasonton, Eugene S.",c. 1513,1501 to 1550,
23057037,"Plowden, Roger H., Mrs.",c. 1513,1501 to 1550,
28766728,"Pollack, Peter, Mr.",c. 1513,1501 to 1550,
71332314,"Pollen, David S., Dr. and Mrs.",c. 1513,1501 to 1550,
23092442,"Powers, John, Mrs.",c. 1513,1501 to 1550,
23008843,"Pratt, Herbert L.",c. 1513,1501 to 1550,
18836399,"Pratt, Jr., Herbert L.",c. 1513,1501 to 1550,
62798483,"Preston, Alice, Miss",c. 1513,1501 to 1550,
77734263,"Princeton Club of Washington, D.C.",c. 1513,1501 to 1550,
97047694,Print Council of America,c. 1513,1501 to 1550,
85289124,Professional Art Group I,c. 1513,1501 to 1550,
86106881,"Pucker, B. H., Mr. and Mrs.",c. 1513,1501 to 1550,
53195698,"Putnam, Esther W.",c. 1513,1501 to 1550,
78891870,"Pyne, Henry Rogers, Mrs.",c. 1513,1501 to 1550,
16874008,"Rea, Henry R., Mrs.",c. 1513,1501 to 1550,
65809423,"Reader's Digest Association, Inc.",c. 1513,1501 to 1550,
82752412,"Reinsberg, Mark, Mr.",c. 1513,1501 to 1550,
61122866,"Reisinger, Curt Hugo",c. 1513,1501 to 1550,
92134533,"Reynolds, Edith, Miss",c. 1513,1501 to 1550,
48170421,"Rhetts, Charles Edward, Mrs.",c. 1513,1501 to 1550,
68692592,"Ridgely, John, Mr. and Mrs.",c. 1513,1501 to 1550,
21240378,"Rieth, Fred, Mrs.",c. 1513,1501 to 1550,
21434254,Rijksmuseum,c. 1513,1501 to 1550,
38129322,Roberts Foundation,c. 1513,1501 to 1550,
37006477,"Robison, Andrew, Dr.",c. 1555/1557,1551 to 1600,
61292244,"Rogers, Huttleston, Mrs.",c. 1555/1557,1551 to 1600,
18539430,"Rogers, Jr., Joseph W., Mrs.",1642,1601 to 1650,
76654692,Roosevelt Print Fund,1566,1551 to 1600,
25355462,"Rosenberg & Co., Paul P.",1546/1556,1501 to 1550,
58205486,"Rosenberg, Paul",1546/1556,1501 to 1550,
31413638,Rosenwald Print Purchase Fund,probably c. 1547/1555,1501 to 1550,
27263711,"Rothschild, Herbert M., Mr. and Mrs.",probably c. 1555/1561,1551 to 1600,
87492590,"Basaiti, Marco",1608,1601 to 1650,
92385812,"Rubin, William S., Mr.",1613,1601 to 1650,
61610234,"Ruffner, Willis Everett, Mr.",1613,1601 to 1650,
53421272,"Rumbler, Helmut H., Mr. and Mrs.",,1551 to 1600,
84378452,"Rust, David E.",1610,1601 to 1650,
66146725,"Ryan, Jr., John Barry, Mrs.",1612,1601 to 1650,
45785769,"Sachs, Arthur",1613,1601 to 1650,
84060141,"Sachs, Inc., Michael S.",1778,1776 to 1800,
66582857,"Sachs, Paul Joseph",1825,1801 to 1825,
14726442,"Sackler, Arthur M.",1825,1801 to 1825,
95207424,"Sackler, Mortimer D.",1825,1801 to 1825,
31436986,"Safer, John H., Mr.",1825,1801 to 1825,
93909352,"Sarnoff, Stanley J., Mrs.",1815,1801 to 1825,
44903357,"Savorgnan, Eleanor Whittlesey Kotz, Ms.",c. 1512,1501 to 1550,
49709443,"Scaglione, Albert, Dr.",c. 1735/1746,1726 to 1750,
96490375,"Schab Gallery, Inc., William H.",c. 1735/1746,1726 to 1750,
51382765,"Schaeffer, Hanns S., Mrs.",c. 1735/1746,1726 to 1750,
98489824,"Schapiro, Morris, Mr.",c. 1735/1746,1726 to 1750,
14239993,"Scheerer, Paul, Mrs.",c. 1735/1746,1726 to 1750,
58051705,"Schiff, Hugo B.",c. 1735/1746,1726 to 1750,
65631842,"Schlosser, Leonard B., Mr.",c. 1735/1746,1726 to 1750,
65252476,"Schuette, Robert W., Mrs.",c. 1735/1746,1726 to 1750,
30593859,"Schwartz, Marvin, Mr. and Mrs.",c. 1735/1746,1726 to 1750,
50044330,"Barra Foundation, Inc.",c. 1735/1746,1726 to 1750,
71664774,"Scott, Virginia Steele, Mrs.",c. 1735/1746,1726 to 1750,
79934529,"Seguin, Jean-Pierre, Monsieur",1741,1726 to 1750,
49186108,"Seitz, William C., Mrs.",1741,1726 to 1750,
39725209,"Shepard, Donald D.",1517/1518,1501 to 1550,
30204593,"Shepard, Katharine, Ms.",c. 1735/1746,1726 to 1750,
43067234,"Shickman Gallery, Herman",in or before 1742,1726 to 1750,
63126427,"Simpson, Jean W., Miss",c. 1735/1746,1726 to 1750,
57699305,"Simpson, John W., Mrs.",c. 1735/1746,1726 to 1750,
30180954,"Skinner, Robert Peet, Mr.",c. 1735/1746,1726 to 1750,
71248800,"Slatkin, Charles E., Mrs.",c. 1735/1746,1726 to 1750,
61286264,"Sloan, Helen Farr",c. 1735/1746,1726 to 1750,
56878159,"Smith, Joshua P.",c. 1735/1746,1726 to 1750,
88693380,"Smith, Robert H.",c. 1735/1746,1726 to 1750,
87801247,University of South Florida Foundation,c. 1735/1746,1726 to 1750,
37427830,"Smithsonian Institution, Resident Associate Program",c. 1735/1746,1726 to 1750,
72900859,"Snedeker, Gerald B., Mr.",c. 1735/1746,1726 to 1750,
92452584,"Sothern, Julia Marlowe, Mrs.",c. 1735/1746,1726 to 1750,
63063777,"Southgate, Richard, Mrs.",c. 1735/1746,1726 to 1750,
60696265,"Speiller, William M., Mr.",c. 1735/1746,1726 to 1750,
40443437,"Steele, Harry G., Mrs.",c. 1735/1746,1726 to 1750,
95640175,"Steiner, John H., Mr.",c. 1735/1746,1726 to 1750,
33788182,"Steiner, John H., Mr. and Mrs.",c. 1735/1746,1726 to 1750,
96005465,"Bassano, Jacopo",1759,1751 to 1775,
97061362,"Stone, Lauson H., Mr.",published 1749/1750,1726 to 1750,
18021278,"Stone, Marshall H., Mr.",1827,1826 to 1850,
25961266,"Stotlar, James C.",1827,1826 to 1850,
26790480,"Straight, Michael Whitney",1827,1826 to 1850,
24223992,"Strasburger, Irwin, Mrs.",1827,1826 to 1850,
44009405,"Straus, Herbert Nathan, Mrs.",1827,1826 to 1850,
89253265,"Straus, Jesse Isidor, Mrs.",1827,1826 to 1850,
57774856,"Stuckey, Jr., Williamson S., The Honorable",1827,1826 to 1850,
45265182,"Sturges, Jr., Frederick",1825,1801 to 1825,
30255464,"Sturges, Howard",1825,1801 to 1825,
14032043,"Stuttman, Esther, Friends of",1825,1801 to 1825,
70774728,"Swift, Mary H. Davidson, Mrs.",1825,1801 to 1825,
66881309,"Tack, Agnes Gordon Fuller",1825,1801 to 1825,
35397076,"Telford, Horton, Mrs.",1825,1801 to 1825,
61337985,"Templeton, E.W.R. Mr. and Mrs.",1825,1801 to 1825,
36162064,"Ternbach, Joseph",1825,1801 to 1825,
71551891,"Thacher, John S.",1825,1801 to 1825,
57582260,"Thayer, Alexander D.",1825,1801 to 1825,
33394982,"Thayer, John E., Mr.",1825,1801 to 1825,
42259541,"Thayer, Robert H., The Honorable and Mrs.",1825,1801 to 1825,
50916866,"Thayer, Sigourney, Mrs.",1825,1801 to 1825,
33794567,"Tiers, Clarence Van Dyke, Mr.",1825,1801 to 1825,
56893755,"Tillich, Paul, Mrs.",1825,1801 to 1825,
59873928,"Timken, Lillian S., Mrs.",1825,1801 to 1825,
86915204,"Timme, Walter, Dr.",1825,1801 to 1825,
69636470,"Timme, Walter, Mrs.",1825,1801 to 1825,
99216985,"Tito, Josip Broz, Marshall",1825,1801 to 1825,
94843087,"Tittle, Walter, Mrs.",1825,1801 to 1825,
38176282,"Tolman, Ethel G., Miss",1825,1801 to 1825,
49968638,"Tompkins, Josephine, Mrs.",1825,1801 to 1825,
78976753,Friends of Anne Truitt,1535,1501 to 1550,
90669416,"Rumbler, Helmut H., Mr.",1450/1470,1401 to 1500,
92975789,"Tucker Memorial, Allen",1544,1501 to 1550,
79971716,"Tunick, David, Mr. and Mrs.",1520,1501 to 1550,
67541222,Tunisian Government,c. 1525/1550,1501 to 1550,
66142098,Ukrainian Art Academy,1543,1501 to 1550,
10293912,"United States Army Forces, Middle Pacific",c. 1540/1545,1501 to 1550,
71895589,"Vail, Mrs. Eugène",1514/1516,1501 to 1550,
95930695,"Vereker, Roxana Wentworth, Lady",1514/1516,1501 to 1550,
23204914,"Versailles Foundation, Inc.",1514/1516,1501 to 1550,
50133004,"Vetlesen, George, Mrs.",,1401 to 1500,
50334360,"Visson, Philippe, Mr.",c. 1510,1501 to 1550,
69770981,"Wade, Maclyn E., Dr. and Mrs.",,1401 to 1500,
29766112,"Walker, Robert M., Mr.",1516,1501 to 1550,
97438180,"Wallace National Gallery of Art Fund, Lila Acheson",,1401 to 1500,
84831301,"Warburg, Felix M., Mrs.",,1401 to 1500,
53970084,"Bastien-Lepage, Jules",,1401 to 1500,
33013320,"Ware, George W., Mr. and Mrs.",c. 1512/1515,1501 to 1550,
85489781,"Warner, Martha E., Miss",c. 1638/1641,1601 to 1650,
60861343,Washington Print Club,1512,1501 to 1550,
98726609,"Washington Printmakers, Inc.",1510/1511,1501 to 1550,
68269999,"Watkins, C. Malcolm, Mr.",probably c. 1496/1498,1401 to 1500,
76685466,"Webb, J. Watson, Mr. and Mrs.",probably c. 1496/1498,1401 to 1500,
22309513,"Weigert, Hans W., Mr. and Mrs.",probably c. 1496/1498,1401 to 1500,
77934563,"Weigert, Hans W., Mr.",probably c. 1496/1498,1401 to 1500,
76355899,"Welles, Sumner, Mrs.",probably c. 1496/1498,1401 to 1500,
11225927,"Wendell, William G.",probably c. 1496/1498,1401 to 1500,
80319832,"Wescott, Lloyd Bruce, Mrs.",c. 1504,1501 to 1550,
77486491,"Wetmore, Robert, Dr. and Mrs.",in or after 1860,1851 to 1875,
44589410,"Wheeler, Monroe, Mr.",1654,1651 to 1700,
22462294,"White, E. Laurence, Mrs.",1658,1651 to 1700,
31946980,"Whitney, Cornelius Vanderbilt",1636,1601 to 1650,
94341184,"Whitney, Cornelius Vanderbilt, Mr. and Mrs.",c. 1639,1601 to 1650,
74922592,"Whitney Charitable Trust, John Hay, Trustees of",1641,1601 to 1650,
91867005,"Whitney Foundation, William C.",c. 1632,1601 to 1650,
86658006,"Whittemore Company, J.H.",,1601 to 1650,
53946342,"Whittemore, Thomas",1625,1601 to 1650,
85378737,"Whyte, Angus",1866,1851 to 1875,
93669366,"Widener, Jr., George D.",1862,1851 to 1875,
86735829,"Widener, Joseph E.",1508,1501 to 1550,
49209525,"Wilson, Anthony T., Mrs.",1853,1851 to 1875,
83711098,"Winslow, Harriet, Miss",1655,1651 to 1700,
96948356,"Wise, Howard",1664,1651 to 1700,
34064059,"Wolf II, Edwin, Mr.",c. 1830,1826 to 1850,
73870854,"Wolski, Edward D., Mr.",1807,1801 to 1825,
78920969,Olivetti,published 1807,1801 to 1825,
23465232,Woodward Foundation,published 1808,1801 to 1825,
96850035,United States Government,published 1808,1801 to 1825,
54157650,"Wunderlich, Hermann",published 1811,1801 to 1825,
26051129,"De Wild, Martin, Mr.",published 1811,1801 to 1825,
94816147,Zeitlin & Ver Brugge,published 1812,1801 to 1825,
13116087,"Ziprik Memorial Fund, Emma P.",published 1812,1801 to 1825,
56067464,"Zorach, Tessim, Mr.",published 1812,1801 to 1825,
21177896,"Zorach, Marguerite, Children of",published 1812,1801 to 1825,
14390663,"Acquavella Contemporary Art, Inc.",published 1816,1801 to 1825,
36590374,"Ault & Company, Inc., Lee",published 1816,1801 to 1825,
74821403,"Agnew & Sons, Ltd., Thomas",published 1819,1801 to 1825,
47946291,Alexander Gallery,published 1819,1801 to 1825,
71703577,H. V. Allison & Co.,published 1816,1801 to 1825,
64183282,"Angier, Roswell P., Mrs.",published 1816,1801 to 1825,
51376493,Anstalt Art Galerie,published 1819,1801 to 1825,
95952879,"Antique Porcelain Company of New York, Inc.",published 1819,1801 to 1825,
84158844,"Bauman, Leila T.",published 1819,1801 to 1825,
26980327,L'Art ancien S.A.,published 1819,1801 to 1825,
61661738,Art Associates Partnership,1894,1876 to 1900,
44748869,Galerie Gunzenhauser,probably 1340,1300 to 1400,
42046873,"Audette, Alexis Ford, Ms.",probably 1340,1300 to 1400,
34629037,"Audette, Jessie Nordin, Ms.",probably 1340,1300 to 1400,
79480663,"Avnet, Lester F., Estate of",c. 1470,1401 to 1500,
95321039,Avon Foundation,1865/1868,1851 to 1875,
66444361,Babcock Galleries,1495/1496,1401 to 1500,
55545688,"Baroni, G. C.",1519,1501 to 1550,
79203853,"Barr, Jr., Alfred H., Mr. and Mrs.",c. 1475,1401 to 1500,
42411558,"Rouillon, Jean-Paul",1664,1651 to 1700,
73950127,Galerie de Bayser,1658,1651 to 1700,
98194550,"Kersley, E., Mr.",1661,1651 to 1700,
12343729,"Bell, Daniel, Professor and Mrs.",c. 1480,1401 to 1500,
54792027,"Bellos, Christos, Mr.",c. 1480,1401 to 1500,
95971726,"Beres, Huguette, Ms.",,1551 to 1600,
55321201,"Berès, Pierre, Monsieur",,1551 to 1600,
91528684,"Bergquist, James A., Mr.",1625,1601 to 1650,
43832490,"Bernier Inc., Georges",1625,1601 to 1650,
12287175,"Berntsen, Jr., Kaare",1623,1601 to 1650,
80928001,Bethesda Hospital and Deaconess Association,1622,1601 to 1650,
56142559,"Beuker, J.C., Mrs.",,1551 to 1600,
84129896,Galerie Beyeler,1621,1601 to 1650,
40084364,"Bier, Herbert N., Mr.",1627,1601 to 1650,
61360067,"Bimm, H. Lee, Mr.",1624,1601 to 1650,
48226228,"Bonafous-Murat, Arsene, Monsieur",1623/1624,1601 to 1650,
78226003,"Botton Associates, De",1625,1601 to 1650,
38969548,"Brame, Hector",1625,1601 to 1650,
12388396,Brod Gallery,1623,1601 to 1650,
49519762,"Bromberg, Ruth, Mrs.",1623,1601 to 1650,
66017490,"Browne Fine Arts, Ltd., Aldis",1623,1601 to 1650,
74934101,"Butler, Todd, Mr.",1625,1601 to 1650,
39729371,Galerie Cailleux,1625,1601 to 1650,
76049173,"Calmann, Hans M.",published 1785,1776 to 1800,
33398808,"Candillier, André, M.",,1651 to 1700,
67908549,"Cape Split Place, Inc.",published 1785,1776 to 1800,
51413089,"Carrillo Gil, Alvar, Dr. and Mrs.",published 1785,1776 to 1800,
80172093,"David Carritt Limited, Artemis Group",published 1785,1776 to 1800,
81660125,"Carus Gallery, Inc.",published 1785,1776 to 1800,
61578612,Castelli Galleries,published 1785,1776 to 1800,
37257516,"Guggenheim, Jean Pierre, Mr.",published 1785,1776 to 1800,
39121898,"Catan, Josette, Ms.",published 1785,1776 to 1800,
48894047,"de Chaisemartin, Philippe, M.",published 1785,1776 to 1800,
19934109,Childs Gallery,published 1785,1776 to 1800,
86112165,"Christie, Manson & Woods, Ltd.",published 1785,1776 to 1800,
53912499,Lunn Limited,published 1753,1751 to 1775,
85889223,Christ's Hospital,published 1753,1751 to 1775,
98713088,"Bazille, Frédéric",published 1753,1751 to 1775,
98569167,"Colnaghi & Co., Ltd., P. & D.",published 1753,1751 to 1775,
16377498,"Cooper Gallery, Paula",published 1753,1751 to 1775,
44821127,"Corcoran, Donald, Mr.",published 1753,1751 to 1775,
35741293,Craddock and Barnard,published 1753,1751 to 1775,
66244176,"Cramer, Gerald, Mr.",published 1753,1751 to 1775,
91575350,"Dailey, William, Mr. and Mrs.",published 1753,1751 to 1775,
34302011,"Danenberg Galleries, Inc., Bernard",published 1753,1751 to 1775,
15338878,"Davidson & Co., Inc., Peter H.",published 1753,1751 to 1775,
31053057,"Davis, Roy and Cecily Langdale",1750,1726 to 1750,
31228999,Baskett & Day,published 1753,1751 to 1775,
43044947,"Dealy, Francis, Mr.",published 1753,1751 to 1775,
59326135,"Deudon, Eric, Mr.",published 1753,1751 to 1775,
25078531,"Dintenfass, Inc., Terry",published 1753,1751 to 1775,
63972947,"Donoughe, Faber, Mr.",published 1753,1751 to 1775,
72196442,"Dove, William, Mr.",1752,1751 to 1775,
39283127,Downtown Gallery,published 1753,1751 to 1775,
59046710,"Drake, Christopher, Mr.",1753,1751 to 1775,
16707696,"Drey Gallery, Paul",published 1753,1751 to 1775,
53356442,"Drummond Limited, Spencer",published 1753,1751 to 1775,
85953438,"Duthuit, Georges Mme",published 1753,1751 to 1775,
33728354,"Ellison, Anthony L., Mr.",published 1753,1751 to 1775,
30586411,André Emmerich Gallery,published 1753,1751 to 1775,
53044401,"Epstein, Joseph N., Mrs.",published 1753,1751 to 1775,
65433500,Establishment Marigny,1933,1926 to 1950,
89353322,Etablissement D.C.,c. 1803/1804,1801 to 1825,
87248263,"Fabius, André, Monsieur",,1651 to 1700,
53618470,"Gunzburg, Serge de",1941,1926 to 1950,Relief
97766691,"Feist Gallery, Herbert E.",1941,1926 to 1950,
19200379,Fendrick Gallery,1514,1501 to 1550,
77253342,"Ffrench, Yvonne, Ms.",c. 1803/1804,1801 to 1825,
97730935,Fischer Fine Art Ltd.,1804,1801 to 1825,
42635862,"FitzGerald Ltd., Shaunagh",1793,1776 to 1800,
38994575,Xavier Fourcade Gallery,probably 1733/1734,1726 to 1750,
42453246,"Fremantle, Edward V.E.",probably c. 1811,1801 to 1825,
10372748,Friends of Our Little Brothers,1875,1851 to 1875,Bust
51703164,Darsena,1868,1851 to 1875,Bust
39180822,Frumkin and Struwe Gallery,early 1880s,1876 to 1900,Statuette
20416362,Gabinetto delle Stampe,possibly early 20th century,1876 to 1900,Statuette
11900914,"Gallo, Pia",c. 1885,1876 to 1900,Statuette
31163641,Kate Ganz Ltd.,possibly 1880s,1876 to 1900,Figure Fragment
61637812,"Garick Fine Arts, Incorporated",1904,1901 to 1925,Bust
41743914,"Beardsley Limner, The","model 1875-1876, cast 1903-1904",1851 to 1875,Statue
61584092,"Gascoigne, Robert W.","model 1878-1900, cast probably 1903",1876 to 1900,Statue
57449785,"Goodfriend, C. & J.","model 1880, cast 1901",1876 to 1900,Small Bronze
71841491,"Gordon Gallery, Inc., Martin","model 1884-1889, reduction cast probably 1895",1876 to 1900,Small Bronze
95790272,"Gowland Llobet, Francisco","model 1897, cast probably early 20th century",1876 to 1900,Bust
52197175,Graham Gallery,"model 1880-1887, cast c. 1898/1902",1876 to 1900,Small Bronze
60474146,Graphics International Ltd.,1902-1903,1901 to 1925,Bust
28591941,"Green, Richard",c. 1899,1876 to 1900,Statuette
76580891,"Green, William, Mrs.",1906,1901 to 1925,Statuette
87790365,Gropper Art Gallery,"model c. 1885, carved c. 1900-1901",1876 to 1900,Statuette
56876155,"Grosz, George, Estate of",1905 or 1906,1901 to 1925,Statuette
41958206,"Grunberg, Robert, Mr.",1902,1901 to 1925,Figure Fragment
85776306,"Halverson, Robert D., Mrs.",1917,1901 to 1925,Figure Fragment
60702160,"Hamilton, George Heard, Professor and Mrs.","model mid 1880s, cast after 1900",1876 to 1900,Relief
25927782,"Harding, Charles B., Mr.",possibly 1880s,1876 to 1900,Figure Fragment
73745148,"Harding, Laura, Ms.",1887,1876 to 1900,Bust
85497142,Thelma Harris Galleries,possibly 1880,1876 to 1900,Figure Fragment
73498756,"Haseltine, William Marshall, Mr.",possibly 1880,1876 to 1900,Figure Fragment
65918001,"Heilbrun, Georges, Monsieur",possibly 1880,1876 to 1900,Figure Fragment
31227379,Heim Gallery Ltd.,possibly 1880,1876 to 1900,Figure Fragment
75228386,"Held, Peter Mark, Mr.",possibly 1880,1876 to 1900,Figure Fragment
59863105,Henri Gallery,c. 1850,1826 to 1850,Relief
25620265,Hirschl & Adler Galleries,1909,1901 to 1925,
77013123,"Hom, Jem, Mr. and Mrs.",,1826 to 1850,
77808535,"Hood, Angus",,1826 to 1850,
44279736,"Houthakker, Bernard, Mr.",1904,1901 to 1925,
87531254,"Iselin, William Jay, Estate of",1905,1901 to 1925,
47341048,Librarie Paul Jammes,c. 1905,1901 to 1925,
35441274,"Jeudwine, Wynne Rice Hugh",1908,1901 to 1925,
50515753,"Johnson, Jan",1908,1901 to 1925,
87620945,June 1 Gallery of Fine Art,1881,1876 to 1900,
37885710,"Kapp, Paul, Mr.",1883,1876 to 1900,
63773104,"Kenmore Galleries, Inc.",1884,1876 to 1900,
13892670,Kennedy Galleries,1905,1901 to 1925,
27586175,"Kirchner, E. L., Estate of",1907,1901 to 1925,
35897474,"Klopfer, Mine Corinth, Ms.",1905,1901 to 1925,
76580292,"Knoedler & Company, M.",1923/1925,1901 to 1925,
82211385,"Komor, Mathias, Mr.",1923/1925,1901 to 1925,
73947895,Galerie Kornfeld,1908,1901 to 1925,
63704340,"Landau Gallery, Felix",1903,1901 to 1925,
89904810,"Lansdowne, Marquis of",1903,1901 to 1925,
88931964,"Laube, August",1927,1926 to 1950,
23067069,"Laurent, Robert, Estate of",1908,1901 to 1925,
93115582,"Knight, Gwendolyn",1903,1901 to 1925,
38326260,"Lehmbruck, Guido",1906,1901 to 1925,
67057761,"Beccafumi, Domenico",,1876 to 1900,
80627035,"Levy, Edmond, Mr.",1913,1901 to 1925,
39573273,R. E. lewis,1915,1901 to 1925,
90947540,"Liechtenstein, Prince Franz Josef I of",1927,1926 to 1950,
59462864,Lippincott Inc.,1920,1901 to 1925,
35783935,"Lott & H.J. Gerrish, N. W.",1913,1901 to 1925,
60043047,"Lowe, Lorna, Ms.",1908,1901 to 1925,
27519323,"Lyon, H. D.",1925,1901 to 1925,
75392705,"Galerie Maeght, Barcelona",1920,1901 to 1925,
